LotNum	Title	Description	LowEst	HighEst
260	PAUL JACOULET WOODBLOCK L'ETOILE DE COBI MONGOLE	"Paul Jacoulet woodblock print ""L' Etoile De Cobi. Mongole"", (The star of the Gobi. Mongolia), done in 1951.  Signed in pencil by artist with an Owl seal at the lower left corner.   Right side margin near the bottom of print there are Japanese characters.  30-40 separate blocks were produced to craft this woodblock design.  Gold and Silver lining throughout the entire work.  Woodblock print was removed from the frame to be examined, it was discovered that it is glued to a piece of cardboard and the paper is toned.  Art measures 16 3/4"" high by 13 1/2"" wide. Woodblock is framed and double matted.  Bamboo frame measures 23"" high by 18 3/4"" wide, minimal surface scratches to the bamboo.  See images."	200.00	300.00
261	CONTINENTAL SILVER COFFEE & TEA SET w/ CHERUBS 5pcs	"Continental sterling silver coffee and tea set with cherubs and ornate floral decorations.  Each piece is stamped 800 on the base.  Set consist of:  tray 20 3/4"" long by 15 3/4"" wide, minimal surface scratches due to usage.  Footed coffee pot 10 1/2"" tall by 9 1/4"" wide, handle to spout, one ivory band is missing from the handle.  Footed teapot 9 1/4"" tall by 9 1/2"" wide, spout to handle.  Footed  creamer 6 1/4"" tall by 5 1/4"" wide.  Footed covered sugar 5 3/4"" tall by 6 1/2"" wide, handle to handle.  Overall condition of the coffee and tea set is good except were noted.  See images.  Weighs 138.5 troy ounces or 9 lbs."	1500.00	2000.00
263	FIVE PIECE CONTINENTAL SILVER COFFEE TEA SET	"Continental sterling silver coffee and tea set, stamped on the base is 800 and a crown hallmark. Set consist of: tray 21"" long handle to handle by 13"" wide.  Coffee pot 8 3/4"" tall by 9 1/4"" wide handle to spout.  Teapot 7 1/4"" tall by 8 3/4"" wide, handle to spout, finial is bent.  Creamer 5"" tall by 3 3/4"" wide, ding along the base.  Covered sugar 5"" high by 6 1/4"" wide, handle to handle.  See images.  Weighs 85 troy ounces or 5.4 lbs."	800.00	1200.00
264	SIX ENGLISH STERLING SILVER DESSERT FORKS	"Six English sterling silver dessert forks, hallmark and Sterling are on the back of each piece.  Forks measure 6"" long by 1"" wide and weigh 6 troy ounces.  Minimal surface scratches, see images."	60.00	100.00
265	FOUR STERLING SILVER SERVING PIECES	"Four sterling silver serving pieces from Europe and America, each pieces is marked sterling or 800.  Largest is a fork 8 1/2"" long.  Smallest is a pastry server 5"" long. Minimal surface scratches.  Weight 7 1/2 troy ounces.  See images."	75.00	100.00
266	MEXICAN STERLING SILVER BOWLS & LADLE 26 troy 4pc	"Three Mexican sterling silver bowls. Largest measuring 7"" wide by 2 1/2"" tall. Stamped Okura de Mexico S. A., 925 Sterling and an indecipherable hallmark. Good condition. Sold with a 5 1/2"" by 2"" tall footed bowl which is stamped ML-01 0925, Sterling, Hechoen Mexico. Sold with a smaller bowl which measures 3 1/4"" wide by 1 1/2"" tall that is stamped AMA, Hechoen Mexico, 925, and Plata with two hallmarks. Also sold with a sterling silver ladle stamped Hechoen.  All in good condition. Weight 26 Troy oz, or 1.7 lbs."	250.00	300.00
267	TWO SANBORNS STERLING SILVER 925 TRAY & BOWL	"Sanborns sterling silver tray oval shape and triangle shape bowl all stamped on the back with hallmark, Sanborns, Mexico, Sterling 925, 3013 & 3078.  Tray measures 11"" long by 5 "" wide.  Bowl measures 2 3/4"" high by 7 1/2"" wide.  Minimal surface scratches due to usage.  Weighs 25 troy ounces or 1.7 lbs."	200.00	300.00
268	TWO STERLING REED & BARTON FRANCIS I NUT DISHES	"Two sterling silver Reed & Barton Francis I nut dishes, stamped on the base is Sterling, X 569, Francis I.  Measures 1/2"" high by 3 1/2"" wide.  Some minor pitting in center of dished.  See images. Weights 4 1/2 troy ounces."	60.00	100.00
269	SANBORNS STERLING SILVER ROUND BOWL 925	"Sanborns sterling silver round bowl stamped on the back with hallmark, Sanborns, Mexico, Sterling 925, 5006.  Bowl measures 1 3/4"" high by 11"" wide.  Minor surface scratches, see images.  Weighs 21 troy ounces or 1.3 lbs."	150.00	250.00
270	ELEVEN STERLING SILVER MASTER BUTTER KNIVES	"Eleven sterling silver master butter knives 8 1/2"" long, all the same pattern.  Stamped on the back is 800 with a hallmark.  Condition is good, minimal surface scratches due to usage.  See images.  Weights 20 troy ounces."	150.00	200.00
271	STERLING SILVER ASSORTED BOWLS 3 PCS	"Assorted sterling silver includes small footed bowl marked La Pierre, small bowl with decorative rim marked Gorham,  medium size bowl  marked English.  Smallest measures 4 3/4"" wide by 2 3/4"" high. Largest measures 9"" wide.  Weighs 11 troy ounces except for footed bowl with weighted base. Weighs approx. 12 ounces. See images."	100.00	150.00
272	PAIR MEXICAN STERLING SILVER SALAD FORK & SPOON	"Mexican sterling silver salad fork and spoon with ebony wood handles.  Back of fork is stamped Sterling, Taxco with hallmark.  Measures 12 1/4"" long by 2 1/2"" wide.  Sterling has minor surface scratches.  See images.  Approx. weight 5 ounces."	75.00	150.00
273	2 GORHAM STERLING SILVER SAUCIER w/ EBONY HANDLE	"Two Gorham sterling silver saucier with ebony handles.  Stamped on the base GORHAM, STERLING, 921.  Measures 2 1/4"" high by 7"" wide with handle.  Condition is good, minor scratches  See images.  Approx. weight 5 ounces."	100.00	150.00
274	WALLACE STERLING SILVER PITCHER 4 1/2 PINTS	"Wallace sterling silver 4 1/2 pints pitcher, stamped on the base, WALLACE, STERLING, 501 4 1/2 PTS.  Measures 8 1/2"" tall by 7 1/2"" wide, from handle to spout.  Condition is good, see images.  Weighs 20 1/2 troy ounces or 1.2 lbs."	180.00	250.00
275	SANBORNS STERLING SILVER SCALLOP RIM BOWL 925	"Sanborns sterling silver scallop rim bowl. Stamped  with hallmark, Sanborns, Mexico, Sterling 925, 935.  Bowl measures 3"" high by 10"" wide.  Minor surface scratches, see images.  Weighs 22 troy ounces or 1.4 lbs."	150.00	250.00
276	PAIR 19TH C MEISSEN URN LAMPS w SNAKE HANDLES	"Pair 19TH century Meissen cobalt blue porcelain lamps with snake handles, gold gilt accents and dore bronze reticulated base.  Without harps lamps measure 22"" tall by 12"" wide handle to handle.  On one lamp, one snake handle has been repaired.  See images.  Approx. weight 32 lbs.  As with all electrical items please have a professional check the wiring before using."	3000.00	5000.00
277	SIX STERLING SILVER HORS D' OEUVRE FORKS	"Six sterling silver Hors d'oeuvre forks with a hallmark and STERLING stamped on the back.  Forks measure 4 3/4"" long by 3/4"" wide and weigh 3 troy ounces.  Minimal surface scratches due to use.  Condition is good, see images."	40.00	60.00
278	THREE SANBORNS STERLING SILVER 925 TRAYS	"Three small sterling silver trays two oval shape one rectangular all stamped on the back with a hallmark, Sanborns, Mexico, Sterling .0925, 3070 & 2023.  Largest tray measures 7 1/2"" long by 5 1/2"" wide.  Minimal surface scratches due to usage.  Weighs 22 1/2 troy ounces or 1.4 lbs."	200.00	250.00
279	MEXICAN STERLING SILVER REVERE STYLE BOWL	"Mexican sterling silver Revere bowl 6 1/2"" wide.  Stamped on base rim hallmark, Made In Mexico, Sterling, 925.  Condition is good, minor surface scratches.  See images.  Weighs 13 troy ounces or approx. 12 ounces."	75.00	150.00
280	SCHARFENBERG DRESDEN STERLING SILVER TRAY w/ DRAGONS	"Sterling silver tray with two dragons and a floral design along the rim edges, stamp on the base SCHARFENBERG DRESDEN, 925HB.  multiple surface scratches with a few dents.  See images.  Measures 13 1/4"" wide.  Weighs 22 troy ounces or 1.3 lbs."	150.00	250.00
281	TWO ORNATE STERLING SILVER PASTRY SERVERS	"Two ornately decorated sterling silver pastry servers.  Largest measures 9 3/4"" long by 21/4"" wide, stamped 800 with a hallmark.  Smallest measures 8 1/2"" long by 2 1/2"" wide, stamped Sterling.  Weights 7 1/2 troy ounces.  See images."	150.00	250.00
282	ROUND TIFFANY & CO STERLING SILVER TRINKET BOX	"Round Tiffany & Company sterling silver trinket box, lined with light blue velvet, three monogram initials ""D.A.W."" on the lid.  Base stamped, ""Tiffany & Co, Sterling, 925.""  Measures 1"" high by 2 1/4"" wide.  See images.  Weighs 3 troy ounces."	50.00	75.00
283	GORHAM STERLING SILVER DRESDEN RETICULATED BOWL	"Footed sterling silver reticulated floral design bowl, stamp on base with hallmarks Crown, Lion, G and Made In Dresden.  Measures 3 3/4"" high by 9 1/4"" wide.  See images.  Weighs 25 1/2 troy ounces or 1.7 lbs."	200.00	300.00
285	STERLING SILVER FOOTED COFFEE POT w/ FLORAL DESIGN	"Sterling silver footed coffee pot with a floral and swirl pattern and two ivory bands on the handle.  925 M is stamped on the base.  Measures 11 1/4"" tall by 8"" wide.  See images.  Weighs 27 troy ounces or 1.8 lbs."	250.00	350.00
286	PAIR ANTIQUE STERLING SILVER CANDLESTICKS	"Pair of antique sterling silver candlesticks with ornate floral design and a hallmark along base.  Measures 9 3/4"" tall by 5"" wide at the base.  Weights 32 1/2 troy ounces.  See images."	250.00	300.00
287	CHINESE STERLING SILVER COVERED JAR TRINKET BOX	"Chinese sterling silver round covered jar with a floral design and a hallmark on the base.  Measures 1 1/2"" high by 2 1/4"" wide.   Minor surface scratches.  See images."	80.00	120.00
288	PAIR ANTIQUE STERLING SILVER CANDLESTICKS	"Pair of antique sterling silver candlesticks with ornate floral design and a hallmark along base.  Measures 9 3/4"" tall by 5"" wide at the base.  Weights 32 1/2 troy ounces.  See images."	250.00	300.00
289	CONTINENTAL SILVER FLORAL RETICULATED TAZZA w PUTTI	"Continental silver floral reticulated tazza with putti with scallop rim, hallmark and stamped 800.  Measures 8 3/4"" high by 9 1/4"" wide by 6 3/4"" deep.  See images.  Weighs 21 troy ounces or 1.3 lbs."	300.00	450.00
290	STERLING FOOTED BOWL DRAGON HANDLES REED & BARTON	"Sterling footed chalice with dragon handles and gilt wash bowl made by Reed and Barton. Julie - Joe, April 18, 1959 is written on one side of the bowl.  Stamped on the bottom base of the bowl REED & BARTON, STERLING, X18.  Measures 4"" tall by  2"" wide, handle to handle.  Condition is good, see images.  Weighs 7 troy ounces or 5 ounces."	60.00	80.00
291	14 KT GOLD LORGNETTEI EYE GLASS SPECS	"14 kt gold lorgnette eye glass specs with a hallmark on the nose bridge.  Measures 4"" wide.  Condition is good.  See images."	180.00	220.00
292	LARGE STERLING SILVER SAUCE OR GRAVY BOAT	"Large sterling silver sauce or gravy boat, stamped on base sterling 925.  Measures 5 1/4"" high by 10"" long by 5"" wide.  Minor surface scratches, see images.  Weighs 10 1/2 troy ounces or 11 ounces."	100.00	150.00
293	FRANCIS 1ST STERLING SILVER TRAY REED & BARTON	"Reed and Barton sterling silver tray Francis 1st pattern.  Stamp on the base reads:  REED & BARTON, STERLING, X568, FRANCIS 1.  Measures 1 1/2"" high by 11 3/4"" long by 7 1/2"" wide.  Minimal surface scratches and minor pitting.  See images.  Weighs 15 troy ounces or approx. 14 ounces."	200.00	300.00
294	ART DECO STERLING SILVER COFFEE POT & KETTLE ON STAND	"Art Deco sterling silver coffee pot and kettle on stand.  Both pots stamped on base 925 GEBR. FRIEDLANDER with hallmark.  Kettle stand hallmarked on upper rim, JD&S, crown, lion passant, G., (locks hallmarked JD&S with lion passant). Burner is stamped 925 GEBR. FRIEDLANDER, and hallmarked JD&S, crown and lion passant.  Kettle on stand with black ebony wood handle and finial measures 10"" high by 6 1/2"" wide.  Coffee pot with ebony wood handle and finial measures 7"" tall by 7 1/4"" wide spout to handle.  Weighs 36 1/2 troy ounce or 2.3 lbs."	350.00	450.00
295	HENRY M GASSER WATERCOLOR PAINTING COTTAGE w FIGURES	"Henry Martin Gasser (American 1909-1981) original watercolor painting, signed lower right.  Framed and matted under glass in a natural wood frame with grey/blue mat.  Removed from frame and appears to be in good condition but for some toning on edges and small fading.  Framed dimension 17"" by 14 1/2"".  Painting  measures 9 1/2"" by 7 1/2""."	400.00	600.00
296	WATERCOLOR PAINTING OF A MALLARD DUCK UNSIGNED	"An old watercolor painting of a Mallard duck unsigned framed in an oval wood frame under glass. Visible art measures 7 1/2"" high by 9 1/2"" wide.  Slight foxing near the base of the paper.  Frame measures 11"" high by 13 1/4"" wide.  Minor scratches to the glass.  See images."	80.00	100.00
297	PERSIAN PAINTED LACQUER PEN CASE	"Persian painted lacquer pen case.  Measures 9 1/4"" long by 1 1/4"" tall, 1 3/4"" wide.  Condition good with only small scuffs to bottom.  See images."	75.00	100.00
298	TWO MING DYNASTY BLANC DE CHINE KWAN YIN GODDESSES	"Two blanc de chine standing figures of Kwan yin Goddesses, Ming Dynasty (1368/1644).  One, standing on a lotus flower, measures 20"" tall by 5"" wide.  The other, standing on the head of a dragon, measures 21 1/2"" tall by 5"" wide.  The taller is marked with an impressed chop style mark on her mid back with an oval red mark below.  The smaller figure has written character marks on the inside above the base rim. (see image) Condition: minor loss to the finger tips on one hand of one figure, a repair to one hand on the other, some firing cracks to the smaller figure.  Approx. weight 20 lbs.  Sold with original November 30th, 1932 through Strehlneek's Gallery of Chinese Art 260 Kiangse Road, Shanghai and the original copy of the American Express Company Inc. import papers with stamp.  Also sold with accompanying correspondence from the company to the original purchaser."	2500.00	3500.00
299	CONTINENTAL SILVER SERVING TRAYS & MORE 91 troy	"Seven pieces of Continental silver including trays, creamers and nut bowls all stamped 800, GERB. FRIEDLANDER, some with additional hallmark.  Largest piece is a tray which measures 19"" long by 13 1/4"" wide.  Smallest piece a creamer 2 1/2"" tall by 2 1/2"" wide, handle to spout.  Most pieces have minor surface scratches, some pieces have small areas of pitting. All need a good polish.  See image.  Weighs 91 troy ounces or 6 lbs."	750.00	1000.00
300	OIL PAINTING STILL LIFE WITH FLOWERS	"Still life with flowers in bowl oil on canvas board. Signed lower right: Greenice.  Image size: 9"" x 7""; wide gold painted frame; 20"" x 18"".  See images."	150.00	250.00
301	FRANCIS I STERLING SILVER FLATWARE 103pcs	"Reed and Barton sterling silver flatware, Francis I pattern.  Total of 103 pieces consisting of; twelve forks 7 3/4"" long.  Twelve 6"" long forks.  Twelve 5 1/2"" long forks.  Twenty-four teaspoons 27 1/2"" long.  Twelve bullion spoons 5 3/4"" long.  Twelve butter knives 5 3/4"" long.  Twelve hollow handle knives 9 1/2"" long.  One ladle 6"" long.  Two serving forks 8"" long.  One table spoons 8 1/4"" long.  One large berry spoon 9 1/2"" long by 2 3/4"" wide.  One large serving fork 9 1/2"" long by 3"" wide.  One hollow handle cake/pie server 10 1/4"" long.    Weight 127.50 troy ounces excluding twelve hollow handle knives and cake/pie server.  Sold with sterling is a silver chest box, measures 5"" high by 14 1/2"" wide by 11 1/4"" deep.  Condition on chest is fair, multiple surface scratches, one drawer knob is missing.  Condition of silver is good with wear consistent with normal use. Total approx. weight sterling silver and box 16 lbs."	2500.00	3000.00
302	20TH C GILT CAVED WOOD FRAME OVAL WALL MIRROR	"Decorative 20th century gilt carved wood framed oval shape wall mirror.  Measures 36"" tall by 24"" wide by 1 3/4"" deep.  Condition is good, see images."	100.00	150.00
303	CONTEMPORARY COLORED SERIGRAPH SIGNED & NUMBERED	"Contemporary colored serigraph titled ""Tree"" penciled signed Bernard Steffen and numbered 40/100, framed, matted and under glass.  Bernard Steffen (1907-1980) American artist, born in Kansas lived in New York.  Known for genre-rural, landscape, collage, serigraph.  Visible art measures 18 3/4"" high by 24 1/2"" wide.  Brushed brass frame measures 24"" high by 30 1/4"" wide by 1 1/2"" deep, minor surface scratches.  See images."	50.00	100.00
304	HARRIS STRONG MIXED MEDIA COLLAGE: REFORMATION	"Signed H. Strong abstract fabric collage titled Reformation framed and under glass.  Harris Strong (20th Century American artist) known for abstract mixed media and ceramic works.  Frame dimension is 25 1/4"" high by 40 1/4"" wide by 1 3/4"" deep.  Condition is good, see images."	200.00	400.00
305	PASTORAL LANDSCAPE OIL PAINTING G. PRICHARD	"Oil on canvas painting signed G Prichard depicting a landscape scene with flowering trees along a narrow pathway.  Canvas measures 22"" high by 36"" wide, canvas has crazing with minor scratches and chipping of paint along the edges.  Wood gilt painted frame measures 26"" high by 36 1/2"" wide by 1 1/2"" deep, chips and dings with scratches.  See images."	200.00	400.00
306	CAROL SADOWSKI OIL PAINTING HOUSE ON THE DUNES	"Carol Sadowski: House on the dunes. Oil on canvas. Dated and signed lower left:  C. Sadowski. Image size: 20 x 24; frame size: 28 x 32. Well listed artist, Carol Sadowski, contemporary artist, Hollywood Florida, studied at Chicago’s Art Institute and Salmagundi Club, NY; she is known for her oil paintings of houses. See images."	800.00	1200.00
307	ANTIQUE PHOTOGRAVURE OF CHERUB SIGNED T LOBRICHON	"Antique Photogravure of two cherubs signed T. Lorichon, (Timoleon Marie Lobrichon, 1831-1914, French artist).  Framed, matted and under glass, art measures 18"" high by 13"" wide, condition is good.  Frame measures 25"" high by 20 1/2"" wide.  See images."	150.00	200.00
308	"OIL PAINTING BY H. JASON ""MADAME LE BURN & DAUGHTER"""	"20th century painting on canvas depicting Madame Le Burn and her daughter, signed lower left corner ""H. Jason.""  Canvas measures 23 /2"" tall by 17 1/2"" wide, minor scratches and crazing in the mother and daughters hair.  On the back of the canvas is a brief bio on Madame Le Burn.  Gilt wood frame measures 31 1/2"" tall by 25 3/4"" wide by 1 1/2"" deep.  See images."	400.00	600.00
309	LANDSCAPE OIL ON CANVAS PAINTING SIGNED	"Oil on canvas painting of a landscape scene signed at the lower right corner, W.M. Willett 30.  Canvas measures 24"" high by 18"" wide, condition is good.  Wooden frame painted gold measures 29 1/2"" high by 23 1/2"" wide by 1 3/4"" deep, several dings to the frame.  See images."	100.00	150.00
311	OIL PAINTING LANDSCAPE M. GROSSMAN	"Oil on canvas on board painting landscape signed M. Grossman.  Scene depicts mountains in the distance and the valley below.  Artwork is in good condition.  Board measures 24"" wide by 17 3/4"" high.  Framed dimensions 29 1/2"" wide by 23 1/4"" high by 3/4"" deep.  See images."	200.00	300.00
312	"PAINTING: THOM MILLSAP ""FRONT PORCH 1"""	"Oil on canvas.  Signed lower left: Thom Millsap.  Canvas size:  30 x 28; frame size: 40 x 38. Thom Millsap, contemporary artist, Naples, Florida, is known for acrylic landscapes and house scenes."	600.00	800.00
313	18TH C OLD MASTER STYLE OIL PAINTING	"Early old master style oil on canvas painting of a religious scene depicting a man kneeling  as he is looking up at an angel in the sky.  No visible signature. Canvas measures 28"" tall by 20"" wide. Condition is fair with crackling and crazing, loss of paint, repairs, relined and what appears to be newer stretchers.  Later bronze tone carved wood frame measures 35"" tall by 27"" wide by 1 3/4"" deep.  See images."	500.00	800.00
314	"PAINTING: THOM MILLSAP ""FRONT PORCH 2"""	20th century acrylic painting on canvas.  Signed lower left: Thom Millsap.  Image size:  30 x 28; frame size: 40 x 38. Condition good.	500.00	800.00
315	LG GILT WALL MIRROR: FLORAL BASKET RAKE & SHOVEL	"Decorative gilt wood and gypsum hanging wall mirror with a carved floral basket, rake and shovel.  Measures 56"" tall by 32"" wide by 1 3/4"" deep.  Minor surface scratches to wood frame, condition is good.  See images."	200.00	300.00
316	"KAIKO MOTI COPPER PLATE ENGRAVING ""LES JONQUILLES"""	"Kaiko Moti signed and numbered 65/120 copper plate engraving titled ""Les Jonquilles"" framed, matted and under glass.  Visible art measures 30 1/4"" high by 21 1/2"" wide, certificate of authenticity is on the back of engraving, condition good.  Gold gilt frame measures 41 1/4"" high by 32"" wide by 1 1/4"" deep.  See images."	120.00	180.00
317	19TH C OIL PAINTING PORTRAIT MAN SEATED UNSIGNED	"Late 19th century oil on canvas portrait of a man seated. No visible signature.  Canvas measures 36"" tall by 28"" wide, repair to canvas above left arm resting on the back of the chair and some craquelure.  ""Prepared By Charles Robinson, 31 Long Acre London"", is stenciled on the back of the canvas.  Gilt wood frame with ornate carved molded accents measure 41 1/4"" tall by 33 1/2"" wide by 1 3/4"" deep, minor chips and scratches to molded accents.  See images."	500.00	700.00
319	THREE JAPANESE MIXED MEDIA COLLAGES	"Three Japanese mixed media collages, each with a red seal, all are framed, matted and under glass.  The visible art on two measures 15 3/4"" high by 12"" wide.  Cream painted frames measure 22"" high by 18 1/4"" wide.  The other measures 15 1/4"" high by 12 1/4"" wide.  Natural wood frame measures 23"" high by 19"".  Art and frames are in good condition, see images."	150.00	250.00
320	VICTORIAN PAINTING CIRCA 1890 OF CALAMITY JANE	"Large Victorian portrait painting circa 1890 of Calamity Jane riding her horse for the ""pony express"" and shooting her rifle, signed J. Kohl.  Canvas measures 34 3/4"" high by 24"" wide.  There is a tear in the canvas near the upper right corner and the paint is crazing.  Framed in a ornate gilt frame, measures 42"" high by 31 1/2"" wide by 3 1/2"" deep."	1500.00	2500.00
321	20TH C OIL PAINTING SWAMPY FOREST SCENE SIGNED GILES	"20th century oil on canvas painting of a swampy forest scene signed,  ""Giles"" on the lower left corner.  Canvas measures 48"" tall by 24"" wide.  Gilt wood frame measures 51 1/2"" tall by 27 /2"" wide by 1 1/4"" deep.  See images."	400.00	600.00
322	"PAINTING: AUDREY HEFFNER ""LITTLE GOOSE GIRL"""	"Oil on canvas.  Signed lower right: Heffner. Canvas size: 24"" high by 36"" wide; frame size: 32 1/2"" high by 44 1/2"" wide by 2"" deep."	800.00	1200.00
323	ROBERT VICKORY SERIGRAPH: LANDSCAPE WITH HOUSE	"Robert Vickory artist proof serigraph depicting a winter scene of a treed landscape with a white house.  Framed and under glass, signed lower right and AP on the lower left corner, measures 31 1/2"" by 43 3/4"" by 1"" deep.  Visible art measures 21 3/4"" by 33"". Good condition"	400.00	600.00
324	"OIL PAINTING: EC CURCH ""BASQUE SHEEP HERDER"" 1865"	"Mid 19th century oil on canvas painting of a Basque sheep herder, inscribed on the back of the canvas E.C. Curch. Roma 1865.  Canvas measures 24"" tall by 33 1/2"" wide, two areas near the lower left have been repaired, one foot and the two sheep and several chips in the sky back -ground.  Back of canvas is covered in a blue tape.  Walnut frame with gilded ornamentation measures 33 1/2"" tall by 29 1/2"" wide by 2"" deep, minor dings and scratches.  See images."	300.00	400.00
325	BALINESE TEMPLE STATUE WOOD CARVED & PAINTED	"Polychrome carved wood temple statue with gold gilt highlights.  Measures 42 1/2"" tall by 10"" wide by 6"" deep.  Some weathering and small losses.  Condition good, see images."	500.00	800.00
326	GILBERT MANTLE CLOCK OAK CASE PORTRAIT PENDULUM	"Gilbert kitchen mantle clock in a carved oak case with glass door, enamel dial with brass bezel and black roman numerals.  Brass pendulum has been replaced with a  portrait of a woman in a brass frame.  Faded label on reverse: Wm L. Gilbert Clock Co..  Oak case measures 22 1/2"" tall by 14 1/2"" wide by 5"" deep.  Clock and chimes work but need some adjustment.  Gilt decoration on the glass door has worn off.  See images.  Approx. weight 7 lbs."	100.00	150.00
327	"AQUATINT ""THE GOLDEN GALLEON"" BY JOHN TAYLOR ARMS"	"Aquatint engraving by John Taylor Arms titled ""The Golden Galleon"" 1921, signed by the artist at the lower right corner.  Framed, matted and under glass, visible art measures 13 3/4"" high by 10 1/2"" wide, some toning to the paper.  Frame measures 22 1/4"" high by 18 3/4"" wide by 3/4"" deep.   John Taylor, Jr. Arms (1887 - 1953) American artist, known for: etching, illustrating, educator"	700.00	1000.00
328	CHINESE TURQUOISE GLAZED CERAMIC COVERED BOWL	"19th century turquoise glazed ceramic covered bowl.  Domed cover with foo lion finial, over a squat body, decorated with a turquoise orange peel"" type glaze, ormolu rim, wire handles, white glazed interior with conforming liner.  7"" diameter.  Unmarked.  Approx. weight 1 1/2 lbs."	200.00	300.00
329	ROSENTHAL LOUIS XIV FLORAL CHINA 20 PIECES	"Twenty pieces of Rosenthal Louis XIV floral china.  Rosenthal hallmark is stamped on the base of every piece with Louis XIV under the glaze.  Set consist of; eight plates 7 1/2"" wide.  Seven 6 3/4"" wide plates.  Two condiment plates 8 3/4"" wide.  Two square serving dishes 9"" wide.  One serving bowl with a lid and handles 6"" high by 11"" wide handle to handle.  Plates show heavy use and have losses to floral design.  Minor chips to some pieces.  See images.  Approx. weight 14 lbs."	60.00	80.00
330	MAPLE WOOD SALT BOX CIRCA 1898	"Maple wall mounted salt box with pierced carved cornice dated ""1898"" within the fretwork, front stenciled ""salt"" and a hinged lid.  Measures 13 1/2"" high by 7 1/2"" wide by 5 1/2"" deep.  Condition is good, see images.  Approx. weight 2 lbs."	100.00	150.00
331	GROUP SILVER PLATE PITCHER CREAMER SUGAR BOWL 6pcs	"Group of silver plate pieces; round tray, pitcher, creamer, sugar bowl with out lid and salt and pepper shakers made from various makers.  Tallest piece pitcher measures 8"" high by 9"" wide.  Widest piece the tray measures 13"" wide.  Most pieces have minor surface scratches, sugar bowl has dings along the base.  See images.  Approx. weight 7 lbs."	40.00	80.00
332	ENGLISH STAFFORDSHIRE BLUE PARIAN PITCHER c 1866	"English blue parian pitcher.  Staffordshire, England, 1866.  Possibly by Bates Elliott & Co. Blue with white leaf around neck and white stripes.  Measures 8"" high.  Raised English registry mark indicating date 1866 and surrounded by W B ALLOA COBRIDGE 12.  Old repair to spout and along the outer upper rim.  See images.."	75.00	150.00
333	GROUP STERLING SILVER TRAYS BOWL & SERVING PIECES	"Group lot of sterling silver trays, bowl, baby mug, cigarette holder, sardine fork, pate server, berry spoon, cherry ladle, baby spoon and fork, hollow handle cheese slicer and cake server.  All piece are stamp STERLING and some have hallmarks.  Largest piece a bread tray with four floral cut out measures 12"" long by 6 1/2"" wide.  Smallest piece pate server 5 1/4"" long by 1 1/2"" wide.  Most pieces have dings and surface scratches.  See images.  Weighs 35 1/2 troy ounces or 2.6 lbs."	300.00	350.00
334	LATE 19TH CENTURY BLUE SPONGEWARE JARDINIERE	"Blue spongeware jardiniere.  American or English, late 19th century.  Ribbed form with gold highlights. Measures 6"" high.  Unmarked white base.  Exterior and interior crazing.  No chips.  See images. Approx. weight 2 lbs."	75.00	150.00
335	STAFFORDSHIRE MEDIUM BLUE DEEP BOWL: EON	"Medium Blue transfer decorated deep bowl: Eon. George Wooliscroft, Tunstall, Staffordshire, England, c. 1851-1864.  Medium blue romantic scene with windmills and workmen resting. Measures 9"".  Crows-foot hairline crack in base with minor staining in the glaze.  Stamped in blue: English registry mark over EON  / C WOOLISCROFT.  See images.   Approx. weight 2 1/2 lbs."	50.00	100.00
337	VICTORIAN CASTOR SET COBALT BLUE BOTTLES	"Victorian silver-plated castor set with four cobalt blue bottles, c. 1881-1893.  Stamped trademark for Hartford Silver Plate Company, Hartford, CT.  The glass inserts by an American,  probably a New England glass factory.  Measures 13"" high overall.  One cap fitting is loose.  90% silver plate is loss.  Approx. weight 2 1/2 lbs."	75.00	150.00
338	STAFFORDSHIRE FLOW BLUE MUG: FLORAL	"Flow Blue mug: floral pattern. Staffordshire, England c. 1880-90.  Blue peonies in an urn.  Measures 5 1/2 high.  Unmarked.   There is a crack along the base of the handle with some roughness to the glaze on the upper portion of the handle.  Approx. weight 1/2 lbs."	25.00	50.00
339	GERMAN FLOW BLUE BOWL: QUEBEC	"Flow Blue Bowl: QUEBEC GERMANY, c. 1900, possibly made by Utscheider & Company.  Stylized flowers within arches.  Measures 6"" diameter. Stamped words QUEBEC  GERMANY encircled W within a diamond.  Losses to gilt and paint, minor surface scratches.  Approx. weight 1 1/2 lbs."	20.00	40.00
340	FENTON COBALT BLUE INVERTED THUMBPRINT PITCHER	"Cobalt blue inverted thumbprint pitcher with ruffled top and reeded handle. 7"" high.  Fenton stamped on base."	25.00	50.00
341	ITALIAN POTTERY HAND PAINTED PITCHER	"Italian pottery pitcher with pinched spout hand painted floral design in rich colors, measures 8 1/2"" tall by 7"" wide to handle.  MADE IN ITALY, 59 written on base.  One small tick on upper rim.  See images.  Approx. weight 2 lbs."	40.00	60.00
342	TWO ENHANCED FRENCH SHIPPING PRINTS	"Two vintage hand enhanced prints with French writing along the base, framed, matted and under glass.  Prints are glued to poster board, measures 8"" high by 10"" wide, paper is toned.  Wood frames measure 13 1/2"" high by 16"" wide by 1"" deep.  Frames have surface scratches and dings, one frame needs to be re glued.  See images."	25.00	50.00
